GrB WER CER EER NHU EHU CHU SMI CMI NCMI NMI WON EON WSU CSU ESU LSC NR SB SMR WB NCGeB CON
20020222 71.2 0.7 0 1.7 1.8 0.9 0.2 0 0 0.4 9.5 0 13.8 0.4 5 0.1 6.2 NA 39 91.3 32.5 30 0
20020223 74 0.4 0 1.4 1.9 0.9 0.3 0 0 0.3 13.5 0 12 0.3 5.1 0.1 4.2 NA 35.7 93.9 32.3 28.7 0
20020224 71.2 0.2 0 0.9 1.9 0.7 0.3 0 0 0.2 16.6 0 9.6 0.2 5 0.1 2.1 NA 30.1 94.1 29.4 26.9 0
20020225 71.4 0 0 0.3 2 0.6 0.5 0 0 0.1 20.3 0 7.9 0.1 5.1 0.1 0.1 NA 25.5 96.7 28.5 25.5 0
20020226 76.5 0 0 0.6 2 0.6 0.7 0 0 0.5 22.4 0 9.9 1 5.6 0.1 0.2 NA 27.7 96.5 27.7 25 0
20020227 80.5 0 0 1 1.6 0.5 0.9 0 0 0.7 25.3 0 11.9 1.8 6.1 0.2 0.2 NA 30.5 97.4 24.4 24.8 0
20020228 86.6 0 0 1.3 1.6 0.4 1.1 0 0 1 27 0 13.9 2.8 6.6 0.3 0.4 NA 32.4 97.2 23.6 24.2 0
20020301 87.5 0.4 0 1.2 5.3 2.3 2.9 0 0 1.9 26.8 0 11.6 3.5 7.6 0.6 2.4 NA 41.2 97.5 36.5 28.8 0
20020302 88.8 0.9 0 0.8 9 4.1 4.7 0 0 3.2 28.2 0 9.1 5 8.6 0.9 6.4 NA 51.7 97.9 52.4 34.7 0
20020303 89.8 1.3 0 0.6 11.2 5 5.8 0 0 4 28 0 6.6 5.7 9.4 1.1 8.4 NA 55.9 98.2 59.5 38.8 0
20020304 90.1 1.8 0 0.3 14.9 6.8 7.6 0 0 5 28.1 0 4.1 6.4 10.3 1.4 10.4 NA 65.2 98.4 72.6 43.9 0
20020305 93.6 3.7 0 0.8 12.9 5.9 7.6 0.1 0.3 3.6 34.7 0 5.7 6.9 10.9 1.3 28.3 NA 67.1 98.2 75.2 43.6 0
20020306 93.4 5.4 0 1.2 9.5 4.6 6.4 0.2 0.6 2.5 39.9 0 6.5 6.3 11.2 1 51.6 NA 68 97.9 72.1 43.5 0
20020307 95.2 9.1 0 1.7 7.4 3.7 6.4 0.3 0.8 1.2 44.7 0 7.6 6.6 11.6 0.9 69.3 NA 68.9 97.7 74.6 43 0
20020308 88.7 8.5 0 1.5 7.9 3 5.5 0.2 0.6 1.3 39 0 6.4 6.1 10.1 1.2 49.5 NA 63.7 97.6 69.7 41.8 0
20020309 84.8 4.7 0 1 8.6 2.4 5.2 0.2 0.6 1.5 32.4 0 4.9 5.9 9.6 1.5 39.5 NA 57.9 98.7 64.5 40.3 0
20020310 76.1 2.4 0 0.8 8.7 1.8 3.9 0.1 0.3 1.6 25.3 0 3.7 5.4 7.7 1.6 19.5 NA 50.8 98.4 54 38.6 0
20020311 71.8 0 0 0.3 8.8 1.2 3 0 0 1.7 18.3 0 2.2 5.1 6.2 1.7 0 NA 44.8 98.2 48.8 36.8 0
20020312 80.4 0 0 0.3 7.1 1 2.3 0 0 1.4 20.8 0 2.7 8.3 8.1 2.2 0 NA 44.5 98 60 34.4 0
20020313 87.3 0 0 0.4 5.2 0.8 1 0 0 0.8 23.4 0 3.3 9.9 10.3 2.7 0 NA 40.8 97.4 67.2 32.1 0
20020314 94.6 0 0 0.5 3.6 0.7 0.4 0 0 0.5 26.3 0 3.7 12.8 12.1 3.1 0 NA 39.5 97 76.6 29.9 0
20020315 93.2 0 0 0.4 4.6 0.5 0.3 0 0 0.8 33.9 0 2.9 10.9 11.5 4.3 0 NA 33.2 97.9 82.4 32.1 0
20020316 92.8 0 0 0.5 6.3 0.5 0.3 0 0 1.1 38.5 0 2.3 9 11.3 5.3 0 NA 28.1 98.3 85.4 35.9 0
20020317 91 0 0 0.3 7.4 0.3 0.1 0 0 1.4 44.8 0 1.6 4.8 10.2 6.2 0 NA 22.6 98.8 89.7 38.4 0
20020318 89.6 0 0 0.3 8 0.1 0 0 0 1.6 49.7 0 0.8 3 9.5 6.9 0 NA 14.2 99.4 93.7 40.5 0
20020319 86.3 0 0 0.2 6.3 0.2 0 0 0 1.3 40.4 0 1.2 2.2 8.5 5.1 0 NA 12 99.2 92.7 37.5 0
20020320 83.1 0 0 0.1 4.7 0.3 0 0 0 1.1 31.8 0 1.3 1.6 7.5 3.9 0 NA 9.6 99 89.5 35.5 0
20020321 79.8 0 0 0 3.2 0.4 0.1 0 0 0.8 23.3 0 1.6 0.9 6.5 2.1 0 NA 7.3 98.8 88.5 33.3 0
20020322 82.3 0 0 0.1 6.2 0.9 1.2 0 0 1.4 28.4 0 1.2 2.1 6.9 2.1 3.2 NA 17.7 99.1 89 36.6 0
20020323 86.8 0 0 0.1 10.2 2 2.9 0 0 2.1 33.8 0 1.3 4.2 7.5 2.5 4.9 NA 33.3 99.4 92 39.8 0
20020324 88.3 0 0 0.2 13 2.6 3.9 0 0 2.7 37.6 0 1 5.4 7.5 2.5 8.1 NA 42.6 99.5 92.4 42.9 0
20020325 91.6 0 0 0.3 15.7 3.1 5 0 0 3.2 40.8 0 0.5 6.5 7.6 2.5 9.7 NA 52.9 99.7 92.9 44.9 0
20020326 85.6 0 0 0.2 11.8 2.3 3.6 0 0 2.1 33 0 0.5 6.4 8.4 2 6.5 NA 45.7 97 89.3 42.9 0
20020327 79.3 0 0 0.1 7.7 1.8 2.4 0 0 1.2 27.6 0 0 7 9.7 1.7 3.2 NA 40.6 94.2 83.6 40.1 0
20020328 73 0 0 0 3.9 0.9 1 0 0 0.2 20.6 0 0 6.8 10.4 1.2 0 NA 33.4 91.5 80 38.7 0
20020329 64.3 0 0 0 3.6 0.9 0.7 0 0 0.2 18.8 0 0 5.9 8.9 1 0 NA 26.4 92.6 78 36.4 0
20020330 60.8 0 0 0 2.7 0.6 0.8 0 0 0.2 12.3 0 0 3.9 7.6 0.8 0 NA 20.1 94 75.6 31.7 0
20020331 52 0 0 0 2.1 0.5 0.5 0 0 0.1 9.5 0 0 2.9 5.7 0.7 0 NA 13 94.7 73.3 28.3 0
20020401 45.2 0 0 0 1.4 0.3 0.3 0 0 0.1 4.5 0 0 0.9 3.9 0.5 0 NA 5.5 95.9 69.7 24.3 0
20020402 41.4 0 0 0 1.2 0.2 0.3 0 0 0.1 4.7 0 0 0.6 4.1 0.4 0 NA 5.5 95.1 69.3 22.9 0
20020403 40.6 0 0 0 1.3 0.1 0 0 0 0.1 4.6 0 0 0.5 4.4 0.2 0 NA 2.4 89.9 69.3 21.6 0
20020404 38.1 0 0 0 1.2 0 0 0 0 0.1 5 0 0 0.2 4.6 0.2 0 NA 2.3 89 69.5 20.4 0
20020405 36.4 0 0 0 0.9 0 0 0 0 0.1 3.7 0 0 0.6 4.6 0.2 0 NA 2.3 89.3 67.7 20.2 0
20020406 39.6 0 0 0 0.9 0 0 0 0 0.1 3.5 0 0 1.1 5.2 0.2 0 NA 1.4 94.3 67.9 20.4 0
20020407 36.9 0 0 0 0.6 0.1 0 0 0 0.1 2 0 0 1.6 5.2 0.3 0 NA 0.9 94.6 66 19.7 0
20020408 36.2 0 0 0 0.4 0.1 0 0 0 0.1 0.8 0 0 2 5.3 0.3 0 NA 0.5 94.8 63.9 19.3 0
20020409 34.3 0 0 0 0.5 0.1 0 0 0 0.1 0.9 0 0 1.3 4.8 0.2 0 NA 0.3 94.3 62.6 19.7 0
20020410 33.4 0 0 0 0.3 0.2 0 0 0 0.1 0.8 0 0 0.8 4.1 0.2 0 NA 0.1 89.5 63.2 20.3 0
20020411 29.5 0 0 0 0.4 0.2 0 0 0 0.2 0.9 0 0 0.1 3.6 0.2 0 NA 0 89.1 61.9 20.8 0
20020412 25.7 0 0 0 0.3 0.2 0 0 0 0.2 0.7 0 0 0.1 3.5 0.2 0 NA 0 86.7 57.5 19.8 0
20020413 21.5 0 0 0 0.3 0.2 0 0 0 0.1 0.5 0 0 0 3.5 0.3 0 NA 0.1 87.1 57.4 19.9 0
20020414 17.3 0 0 0 0.3 0.1 0 0 0 0.1 0.3 0 0 0 3.2 0.3 0 NA 0.1 84.2 52.4 18.4 0
20020415 12.5 0 0 0 0.2 0 0 0 0 0.1 0.1 0 0 0 3.1 0.3 0 NA 0.1 80.9 48.9 17.6 0
20020416 9.7 0 0 0 0.2 0 0 0 0 0.1 0.4 0 0 0 3 0.3 0 NA 0.1 80.1 36.7 18 0
20020417 3.7 0 0 0 0.1 0 0 0 0 0 0.6 0 0 0 2.6 0.4 0 NA 0 77.7 21.9 17.3 0
20020418 1.1 0 0 0 0 0 0 0 0 0 0.9 0 0 0 2.5 0.5 0 NA 0 76.4 9.6 17.5 0
20020419 1.1 0 0 0 0 0 0 0 0 0 0.6 0 0 0 2.4 0.4 0 NA 0 61.4 8.3 14 0
20020420 1.1 0 0 0 0 0 0 0 0 0 0.6 0 0 0 2.9 0.3 0 NA 0 46.4 9.6 10.9 0
20020421 0 0 0 0 0.1 0 0 0 0 0 0.3 0 0 0 2.8 0.2 0 NA 0 30.6 8.3 7.1 0
20020422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 NA 0 12.6 6.3 3.5 0
20020423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 NA 0 12.3 6.1 2.9 0
20020424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 13.6 1.4 1.3 0
20020425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 NA 0 12.4 1.1 0.8 0
20020426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 NA 0 12.4 0.9 0.7 0
20020427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 NA 0 8.1 2.3 1.3 0
20020428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 0 0 NA 0 8.1 2.2 1.1 0
20020429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6 0 0 NA 0 5 2 1 0
20020430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6 0 0 NA 0 5 2 1 0
