Master List of stations from stndata files. This is a template for the
GHCND data extraction/processing program.

Column 2 specifies which data can be extracted for each station.
The interpretation of this string of characters is:
  position 1 = TMIN
  position 2 = TMAX
  position 3 = PREC
  position 4 = TAVG
  position 5 = DEWP
  position 6 = WIND
  position 7 = CLDC
e.g. We may want to use everything EXCEPT precipitation, in which case
the string will be YY.YYYY
Y (upper or lower case) means yes (use it) while anything else means no.
A dot is used for no in hopes of making it easier to visualize at a glance.

The station name is also for user convenience and is not used.

The excluded years section for each station is usually blank, but in
some cases the station is one that we want to use except for a specific
period(s) during which it had obvious bad data.
If there are multiple periods they need to be separated by semicolons
Note that if an excluded period is specified it will apply to ALL data types.

station_id,   Latitude,  Longitude, UseData, station_name,              excluded_years
USC00474457 ,    42.594,   -88.435, YYY...., LAKE GENEVA              , 
USC00474523 ,    45.333,   -88.498, YYY...., LAKEWOOD 3 NE            , 
USC00474582 ,    45.512,   -88.759, YYY...., LAONA 6 SW               , 
USC00474790 ,    43.322,   -89.531, ..Y...., LODI                     , 
USC00474829 ,    45.888,   -89.139, YYY...., LONG LAKE DAM            , 
USC00474953 ,    46.778,   -90.765, YYY...., MADELINE ISLAND          , 
USC00474966 ,    43.083,   -89.400, YYY...., MADISON WB CITY          , 
USC00475017 ,    44.087,   -87.652, YYY...., MANITOWOC                , 
USC00475091 ,    45.098,   -87.624, YYY...., MARINETTE                , 
USC00475178 ,    43.790,   -90.060, YYY...., MAUSTON 1 SE             , 
USC00475189 ,    43.171,   -89.819, YYY...., MAZOMANIE                , 
USC00475286 ,    46.369,   -90.642, YYY...., MELLEN 4 NE              , 
USC00475298 ,    44.200,   -88.467, YYY...., MENASHA                  , 
USC00475364 ,    45.179,   -89.662, YYY...., MERRILL                  , 
USC00475474 ,    43.072,   -88.029, YYY...., MILWAUKEE MT MARY CLG    , 
USC00475516 ,    45.886,   -89.732, YYY...., MINOCQUA                 , 
USC00475525 ,    46.067,   -91.867, YYY...., MINONG 5 WSW             , 
USC00475581 ,    43.781,   -89.317, YYY...., MONTELLO                 , 
USC00475786 ,    44.026,   -90.081, YYY...., NECEDAH                  , 
USC00475863 ,    45.783,   -88.700, YYY...., NEWALD 4 N               , 
USC00475932 ,    44.359,   -88.719, YYY...., NEW LONDON               , 
USC00476122 ,    45.636,   -89.242, YYY...., NORTH PELICAN            , 
USC00476200 ,    43.100,   -88.504, YYY...., OCONOMOWOC               , 
USC00476208 ,    44.892,   -87.955, YYY...., OCONTO 4 W               , 
USC00476330 ,    44.021,   -88.558, YYY...., OSHKOSH                  , 
USC00476398 ,    45.934,   -90.451, YYY...., PARK FALLS DNR HQ        , 1940-1945
USC00476413 ,    46.537,   -92.119, YYY...., PATTISON RANGER STAION   , 
USC00476510 ,    45.028,   -87.736, ..Y...., PESHTIGO                 , 
USC00476518 ,    46.066,   -89.075, ..Y...., PHELPS                   , 
USC00476594 ,    44.183,   -89.033, YYY...., PINE RIVER 3 NE          , 
USC00476678 ,    43.730,   -87.971, YYY...., PLYMOUTH                 , 
USC00476718 ,    43.528,   -89.434, YYY...., PORTAGE                  , 
USC00476764 ,    43.394,   -87.864, YYY...., PORT WASHINGTON          , 
USC00476772 ,    46.778,   -91.386, YYY...., PORT WING                , 
USC00476838 ,    43.310,   -89.728, YYY...., PRAIRIE DU SAC 2 N       , 
USC00476922 ,    42.702,   -87.786, YYY...., RACINE                   , 
USC00476939 ,    45.834,   -89.547, YYY...., RAINBOW RSVR TOMAHAWK    , 
USC00477052 ,    43.523,   -90.000, YYY...., REEDSBURG                , 
USC00477092 ,    46.122,   -89.877, YYY...., REST LAKE                , 
USC00477113 ,    45.599,   -89.451, YYY...., RHINELANDER              , 
USC00477115 ,    45.653,   -89.308, ..Y...., RHINELANDER 4NE          , 
USC00477121 ,    44.967,   -89.896, ..Y...., RIB FALLS                , 
USC00477140 ,    45.540,   -89.748, ..Y...., RICE RESERVOIR-TOMAHAWK  , 
USC00477142 ,    45.538,   -89.732, YYY...., RICE RSVR TOMAHAWK-2     , 
USC00477209 ,    43.886,   -88.744, YYY...., RIPON 5 NE               , 
USC00477349 ,    44.751,   -89.245, YYY...., ROSHOLT 9 NNE            , 
USC00477480 ,    45.916,   -89.489, YYY...., ST GERMAIN               , 
USC00477636 ,    44.504,   -88.333, ..Y...., SEYMOUR                  , 
USC00477708 ,    44.763,   -88.618, YYY...., SHAWANO 2SSW             , 
USC00477725 ,    43.750,   -87.717, YYY...., SHEBOYGAN                , 
USC00477761 ,    44.439,   -88.584, ..Y...., SHIOCTON                 , 
USC00477892 ,    46.358,   -91.832, YYY...., SOLON SPRINGS            , 
USC00477980 ,    45.518,   -89.203, ..Y...., SOUTH PELICAN            , 
USC00478171 ,    44.511,   -89.585, YYY...., STEVENS PT               , 
USC00478267 ,    44.880,   -87.336, YYY...., STURGEON BAY EXP FARM    , 
USC00478288 ,    45.865,   -89.382, ..Y...., SUGAR CAMP               , 
USC00478316 ,    42.968,   -88.550, YYY...., SULLIVAN 3SE             , 
USC00478324 ,    45.379,   -89.194, ..Y...., SUMMIT LAKE              , 
USC00478349 ,    46.727,   -92.072, YYY...., SUPERIOR                 , 
USC00478376 ,    44.996,   -88.379, YYY...., SURING                   , 
USC00478528 ,    45.433,   -89.750, YYY...., TOMAHAWK SPIRIT RSVR     , 
USC00478561 ,    45.333,   -88.583, YYY...., TOWNSEND                 , 
USC00478672 ,    44.143,   -87.568, YYY...., TWO RIVERS               , 
USC00478723 ,    42.690,   -88.034, YYY...., UNION GROVE              , 
USC00478905 ,    45.358,   -86.891, YYY...., WASHINGTON IS            , 
USC00478919 ,    43.174,   -88.736, YYY...., WATERTOWN                , 
USC00478937 ,    43.006,   -88.249, YYY...., WAUKESHA                 , 
USC00478951 ,    44.355,   -89.059, YYY...., WAUPACA                  , 
USC00478969 ,    44.946,   -89.622, ..Y...., WAUSAU WSAW TV           , 
USC00478971 ,    44.950,   -89.617, YYY...., WAUSAU RECORD HERALD     , 
USC00478978 ,    45.380,   -87.957, ..Y...., WAUSAUKEE                , 2010-2019
USC00479046 ,    43.017,   -88.002, YYY...., WEST ALLIS               , 
USC00479050 ,    43.368,   -88.086, YYY...., WEST BEND                , 
USC00479053 ,    43.432,   -88.161, ..Y...., WEST BEND FIRE STN       , 
USC00479176 ,    45.145,   -88.742, ..Y...., WHITE LAKE 1 SE          , 
USC00479226 ,    42.583,   -88.533, YYY...., WILLIAMS BAY             , 
USC00479304 ,    45.799,   -90.995, YYY...., WINTER                   , 
USC00479319 ,    43.609,   -89.767, YYY...., WISCONSIN DELLS          , 
USC00479335 ,    44.388,   -89.806, YYY...., WISCONSIN RAPIDS         , 
USC00479345 ,    44.399,   -89.831, ..Y...., WIS RAPIDS GRAND AV B    , 
USW00004724 ,    43.107,   -78.945, YYY...., NIAGARA FALLS INTL AP    , 
USW00004725 ,    42.200,   -75.985, YYY...., BINGHAMTON               , 
USW00004803 ,    45.631,   -89.465, YYY...., RHINELANDER ONEIDA AP    , 
USW00004826 ,    44.359,   -89.837, YYY...., WISCONSIN RAPIDS ALEXANDE, 
USW00004838 ,    42.121,   -87.905, YYY...., CHICAGO PALWAUKEE AP     , 
USW00004839 ,    42.746,   -86.097, YYY...., HOLLAND TULIP CITY AP    , 
USW00004840 ,    43.770,   -88.486, YYY...., FOND DU LAC CO AP        , 
USW00004841 ,    43.769,   -87.851, YYY...., SHEBOYGAN CO MEM AP      , 
USW00004842 ,    40.873,   -81.887, YYY...., WOOSTER WAYNE CO AP      , 
USW00004843 ,    41.626,   -80.215, YYY...., PORT MEADVILLE AP        , 
USW00004845 ,    42.595,   -87.938, YYY...., KENOSHA RGNL AP          , 
USW00004846 ,    41.453,   -87.006, YYY...., VALPARAISO PORTER CO MUNI, 
USW00004847 ,    41.868,   -84.079, YYY...., ADRIAN LENAWEE CO AP     , 
USW00004848 ,    41.563,   -83.476, YYY...., TOLEDO METCALF FLD       , 
USW00004849 ,    41.346,   -82.179, YYY...., ELYRIA LORAIN CO AP      , 
USW00004850 ,    40.708,   -84.027, YYY...., LIMA ALLEN CO AP         , 
USW00004851 ,    41.337,   -84.429, YYY...., DEFIANCE MEM AP          , 
USW00004853 ,    41.517,   -81.684, YYY...., CLEVELAND BURKE AP       , 
USW00004854 ,    45.013,   -84.701, YYY...., GAYLORD OTSEGO CO AP     , 
USW00004855 ,    40.616,   -83.064, YYY...., MARION MUNI AP           , 
USW00004857 ,    41.778,   -80.696, YYY...., ASHTABULA CO AP          , 
USW00014733 ,    42.949,   -78.737, YYY...., BUFFALO                  , 
USW00014747 ,    42.493,   -79.272, YYY...., DUNKIRK CHAUTAUQUA AP    , 
USW00014748 ,    42.159,   -76.892, YYY...., ELMIRA CORNING RGNL AP   , 
USW00014768 ,    43.117,   -77.677, YYY...., ROCHESTER GTR INTL AP    , 
USW00014771 ,    43.111,   -76.104, YYY...., SYRACUSE HANCOCK INTL AP , 
USW00014798 ,    42.100,   -75.917, YYY...., BINGHAMTON WB CITY       , 
USW00014804 ,    42.608,   -82.818, YYY...., MT CLEMENS ANG BASE      , 2001-2009
USW00014808 ,    44.450,   -83.400, YYY...., OSCODA WURTSMITH AP      , 
USW00014813 ,    41.038,   -81.464, YYY...., AKRON FULTON INTL AP     , 
USW00014814 ,    45.061,   -83.428, YYY...., ALPENA WWTP              , 
USW00014815 ,    42.307,   -85.251, YYY...., BATTLE CREEK KELLOGG AP  , 
USW00014817 ,    44.266,   -85.397, YYY...., CADILLAC                 , 
USW00014819 ,    41.786,   -87.752, YYY...., CHICAGO MIDWAY AP        , 
USW00014820 ,    41.413,   -81.860, YYY...., CLEVELAND                , 
USW00014822 ,    42.409,   -83.010, YYY...., DETROIT CITY AP          , 1973-1975
USW00014824 ,    45.718,   -87.094, YYY...., ESCANABA                 , 
USW00014825 ,    41.014,   -83.669, YYY...., FINDLAY AP               , 
USW00014826 ,    42.967,   -83.749, YYY...., FLINT BISHOP INTL AP     , 
USW00014827 ,    40.971,   -85.206, YYY...., FT WAYNE INTL AP         , 
USW00014828 ,    43.976,   -84.491, YYY...., GLADWIN                  , 
USW00014829 ,    41.527,   -85.792, YYY...., GOSHEN MUNI AP           , 
USW00014830 ,    42.900,   -85.667, YYY...., GRAND RAPIDS WB AP       , 
USW00014833 ,    42.267,   -84.467, YYY...., JACKSON REYNOLDS FLD     , 
USW00014834 ,    41.550,   -88.083, YYY...., JOLIET                   , 
USW00014836 ,    42.780,   -84.579, YYY...., LANSING CAPITAL CITY AP  , 
USW00014837 ,    43.141,   -89.345, YYY...., MADISON DANE RGNL AP     , 
USW00014838 ,    46.546,   -87.379, YYY...., MARQUETTE                , 
USW00014839 ,    42.955,   -87.904, YYY...., MILWAUKEE MITCHELL AP    , 
USW00014840 ,    43.171,   -86.237, YYY...., MUSKEGON CO AP           , 
USW00014841 ,    45.564,   -84.793, YYY...., PELLSTON RGNL AP         , 
USW00014845 ,    43.533,   -84.080, YYY...., SAGINAW MBS INTL AP      , 
USW00014846 ,    41.450,   -82.717, YYY...., SANDUSKY                 , 
USW00014847 ,    46.479,   -84.357, YYY...., SAULT STE MARIE SANDERSON, 
USW00014848 ,    41.707,   -86.316, YYY...., SOUTH BEND MICHIANA RGNL , 
USW00014849 ,    41.567,   -83.467, YYY...., TOLEDO WB AP             , 
USW00014850 ,    44.741,   -85.582, YYY...., TRAVERSE CITY CHERRY CPTL, 
USW00014852 ,    41.254,   -80.674, YYY...., YOUNGSTOWN RGNL AP       , 
USW00014853 ,    42.233,   -83.533, YYY...., DETROIT WILLOW RUN AP    , 
USW00014855 ,    42.083,   -87.833, YYY...., GLENVIEW NAS             , 
USW00014856 ,    42.100,   -83.167, YYY...., GROSSE ILE NAS           , 
USW00014858 ,    47.169,   -88.489, YYY...., HANCOCK HOUGHTON CO AP   , 
USW00014859 ,    46.667,   -85.950, YYY...., GRAND MARAIS 2 E         , 
USW00014860 ,    42.080,   -80.183, YYY...., ERIE INTL AP             , 
USW00014880 ,    42.417,   -87.867, YYY...., CHICAGO WAUKEGAN RGNL AP , 
USW00014881 ,    41.888,   -87.626, YYY...., FORT DEARBORN            , 
USW00014891 ,    40.820,   -82.518, YYY...., MANSFIELD LAHM MUNI AP   , 
USW00014892 ,    41.783,   -87.600, YYY...., CHICAGO UNIV             , 
USW00014895 ,    40.917,   -81.433, YYY...., AKRON CANTON RGNL AP     , 
USW00014897 ,    44.926,   -89.626, YYY...., WAUSAU DWTN AP           , 
USW00014898 ,    44.498,   -88.111, YYY...., GREEN BAY                , 
USW00014913 ,    46.837,   -92.210, YYY...., DULUTH                   , 
USW00054757 ,    42.109,   -77.992, YYY...., WELLSVILLE MUNI AP       , 
USW00054773 ,    43.350,   -76.385, YYY...., FULTON OSWEGO CO AP      , 
USW00054813 ,    46.417,   -86.650, YYY...., MUNSING LAKESHORE        , 
USW00094704 ,    42.571,   -77.713, YYY...., DANSVILLE MUNI AP        , 1944-1947
USW00094790 ,    43.992,   -76.022, YYY...., WATERTOWN INTL AP        , 
USW00094814 ,    44.359,   -84.674, YYY...., HOUGHTON LK ROSCOMMON AP , 
USW00094815 ,    42.235,   -85.552, YYY...., KALAMAZOO BATTLE CK INTL , 
USW00094817 ,    42.665,   -83.418, YYY...., PONTIAC OAKLAND CO INTL A, 
USW00094818 ,    42.761,   -87.814, YYY...., RACINE BATTEN AP         , 
USW00094824 ,    46.250,   -84.467, YYY...., KINROSS AFB              , 
USW00094830 ,    41.589,   -83.801, YYY...., TOLEDO EXPRESS AP        , 
USW00094846 ,    41.995,   -87.934, YYY...., CHICAGO OHARE INTL AP    , 
USW00094847 ,    42.231,   -83.331, YYY...., DETROIT METRO AP         , 
USW00094849 ,    45.072,   -83.564, YYY...., ALPENA CO RGNL AP        , 
USW00094850 ,    46.531,   -87.548, YYY...., MARQUETTE                , 
USW00094855 ,    43.984,   -88.557, YYY...., OSHKOSH WITTMAN AP       , 
USW00094860 ,    42.894,   -85.545, YYY...., GRAND RAPIDS             , 
USW00094871 ,    42.124,   -86.427, YYY...., BENTON HARBOR AP         , 
USW00094889 ,    42.223,   -83.744, YYY...., ANN ARBOR MUNI AP        , 
USW00094892 ,    41.914,   -88.246, YYY...., WEST CHICAGO DUPAGE AP   , 
USW00094898 ,    44.022,   -82.793, YYY...., PORT HOPE                , 
USW00094899 ,    47.467,   -87.883, YYY...., COPPER HARBOR            , 
USW00094929 ,    46.549,   -90.919, YYY...., ASHLAND KENNEDY MEM AP   , 
USW00094931 ,    47.386,   -92.839, YYY...., HIBBING CHISHOLM HIBBING , 
USW00094973 ,    46.026,   -91.444, YYY...., HAYWARD MUNI AP          , 
USW00094992 ,    47.747,   -90.344, YYY...., GRAND MARAIS             , 
